doll_friend_s2_message,Description,Skip,Additional comments,Identifier iOS,Identifier Android,en-us text,tw text,cn text,th-th text,de text
Time-lapse,,,,timelapse.settings.recording,timelapse_recording_settings,Time-Lapse Recording,紀錄模式,纪录模式,การบันทึกไทม์แลปส์,Zeitrafferaufnahme
Time-lapse,,,,timelapse.settings.description,time_lapse_recording_mode_text_settings,Automatically record and create a Time-Lapse Video to help you recall all the precious moments.,自動錄影以建立縮時短片，幫助您回顧美好的時光。,自动录影以建立缩时短片，帮助您回顾美好的时光。,บันทึกและสร้างวิดีโอไทม์แลปส์โดยอัตโนมัติเพื่อช่วยให้คุณระลึกถึงช่วงเวลาที่มีค่าทั้งหมด,"Nehmen Sie automatisch ein Zeitraffervideo auf und erstellen Sie es, damit Sie sich an alle wertvollen Momente erinnern können."
Time-lapse,,,,timelapse.settings.mode,time_lapse_recording_mode,Recording mode,紀錄模式,纪录模式,โหมดบันทึก,Aufnahmemodus
Time-lapse,,,,timelapse.settings.fullTime,new_subscription_entire_time,Entire time,全程,全程,ตลอดเวลา,Die ganze Zeit
Time-lapse,,,,timelapse.settings.humanOnly,new_subscription_people_in_view,People in view,僅人像,仅人像,คนในมุมมอง,Menschen im Blick
Time-lapse,,,,timelapse.settings.timespan,time_lapse_time_span,Time span,紀錄區間,纪录区间,ช่วงเวลา,Zeitspanne
Time-lapse,,,,timelapse.settings.nextDay,time_lapse_next_day,Next day,隔天,隔天,วันถัดไป,Am nächsten Tag
Time-lapse,,,,timelapse.settings.timeSpanDescription,time_lapse_time_span_text,The total recording time should be at least 12 or 24 hours.,總錄影時數必須設定在12或24小時。,总录影时数必须设定在12或24小时。,เวลาการบันทึกทั้งหมดควรมีอย่างน้อย 12 หรือ 24 ชั่วโมง,Die Gesamtaufnahmezeit sollte mindestens 12 oder 24 Stunden betragen.
Time-lapse,,,,timelapse.setting.humanWarning,new_subscription_human_warning,Videos may not be generated if the footage with people in view is not enough.,若人像素材不足，可能無法產生縮時短片。,若人像素材不足，可能无法产生缩时短片。,วิดีโออาจไม่ถูกสร้างขึ้นหากภาพกับผู้คนในมุมมองไม่เพียงพอ,"Es werden möglicherweise keine Videos erstellt, wenn das Filmmaterial mit den Personen im Blickfeld nicht ausreicht."
Modal / Scheduling conflict,,,,schedulingplay.conflict,schedule_plan_overlap,Scheduling conflict.\nPlease pick another time slot,音樂排程衝突，請選擇其他時段,音乐排程冲突，请选择其他时段,ความขัดแย้งในการกำหนดเวลา \ nplease เลือกช่วงเวลาอื่น,Terminkonflikt.\nBitte wählen Sie ein anderes Zeitfenster
Modal / FW too old,,,,contentPlay.fwTooOld,wait_update_firmware_version,"Your firmware version is too old, we need at most 2 days to help you automatically update. Please wait patiently and don't unplug the device.",您的韌體版本太舊，我們需要2個工作日幫助您自動更新。請耐心等待。,您的固件版本太旧，我们需要2个工作日帮助您自动更新。请耐心等待。,เวอร์ชันเฟิร์มแวร์ของคุณเก่าเกินไปเราต้องใช้เวลามากที่สุด 2 วันเพื่อช่วยคุณอัปเดตโดยอัตโนมัติ โปรดรออย่างอดทนและอย่าถอดปลั๊กอุปกรณ์,"Ihre Firmware-Version ist zu alt. Wir benötigen höchstens 2 Tage, um Ihnen bei der automatischen Aktualisierung zu helfen. Bitte warten Sie geduldig und trennen Sie das Gerät nicht vom Stromnetz."
Modal / Upgrade FW to content play,,,,contentPlay.upgradeFwToAccess,update_firmware_version,A new firmware version is released. Please update to the latest version manually to enjoy more music features.,您的裝置系統有新版本，請手動更新以享受更多音樂服務。,您的装置系统有新版本，请手动更新以享受更多音乐服务。,เวอร์ชันเฟิร์มแวร์ใหม่จะเปิดตัว โปรดอัปเดตเป็นเวอร์ชันล่าสุดด้วยตนเองเพื่อเพลิดเพลินกับคุณสมบัติเพลงเพิ่มเติม,"Eine neue Firmware-Version ist erschienen. Bitte aktualisieren Sie manuell auf die neueste Version, um mehr Musikfunktionen nutzen zu können."
New Subscription,,,,manualCapture.photo.count,,You have %d/%d photos.,您已拍了%d/%d張照片,您已拍了%d/%d张照片,คุณมีรูปภาพ %d/%d,Sie haben %d/%d Fotos.
New Subscription,,,,manualRecord.video.count,,You have %d/%d videos.,您已錄了%d/%d段視頻,您已录了%d/%d段视频,คุณมีวิดีโอ %d/%d,Du hast %d/%d Videos.
New Subscription,,,,manualCapture.planLimitAchieved.title,manual_capture_subscribe_gold_achieved_title,A max of 60 photos is reached. Subscribe to take more or delete some photos from album.,您已達到存取上限(60張照片)。訂閱升級方案以拍更多，或著您可以刪除一些照片。,您已达到存取上限(60张照片)。订阅升级方案以拍更多，或着你可以删除一些照片,ถึงรูปถ่ายสูงสุด 60 ภาพ สมัครรับข้อมูลเพิ่มเติมหรือลบรูปภาพบางส่วนออกจากอัลบั้ม,"Es werden maximal 60 Fotos erreicht. Abonnieren Sie, um weitere Fotos aufzunehmen oder einige Fotos aus dem Album zu löschen."
New Subscription,,,,manualCapture.limitMaximumAchieved.title,manual_capture_subscribe_platinum_achieved_title,"A max of 150 photos is reached. To take more, please delete some photos from album.",您已達到存取上限(150張照片)。請刪除一些照片。,您已达到存取上限(150张照片)。请删除一些照片。,ถึงรูปถ่ายสูงสุด 150 ภาพ หากต้องการใช้งานเพิ่มเติมโปรดลบรูปภาพบางส่วนออกจากอัลบั้ม,"Es werden maximal 150 Fotos erreicht. Um weitere Fotos aufzunehmen, löschen Sie bitte einige Fotos aus dem Album."
New Subscription,New subscription announcement notification,,,newSubscription.announcementOldPremium.title,the_new_subscription_is_launched_today,The new subscription is launched today!,,,การสมัครสมาชิกใหม่เปิดตัวในวันนี้!,Das neue Abonnement startet heute!
New Subscription,New subscription announcement notification,,,newSubscription.announcementOldPremium.description,,"Now you are our old Premium member with 30GB storage limit, please change to Platinum plan and enjoy a more favorable price of $7.99/M or $79/Y to continue using all your original features and services.",,,ตอนนี้คุณเป็นสมาชิกพรีเมี่ยมเก่าของเราที่มีขีด จำกัด การจัดเก็บ 30GB โปรดเปลี่ยนเป็นแผนแพลตตินัมและเพลิดเพลินไปกับราคาที่ดีกว่า $ 7.99/m หรือ $ 79/y เพื่อดำเนินการต่อโดยใช้คุณสมบัติและบริการดั้งเดิมทั้งหมดของคุณ,Jetzt sind Sie unser altes Premium-Mitglied mit 30 GB Speicherlimit. Wechseln Sie bitte zum Platinum-Plan und profitieren Sie von einem günstigeren Preis von $7.99/M oder $79/Y um weiterhin alle Ihre ursprünglichen Funktionen und Dienste zu nutzen.
New Subscription,New subscription announcement notification,,,newSubscription.announcementOldPremium.getToKnow,,To get to know about our new subscription.,,, เพื่อทำความรู้จักกับการสมัครสมาชิกใหม่ของเรา,Um mehr über unser neues Abonnement zu erfahren.
New Subscription,New subscription announcement notification,,,newSubscription.platinumPlanButton,,Change to Platinum plan,,,เปลี่ยนเป็นแผนแพลตตินัม,Wechseln Sie zum Platinum-Plan
New Subscription,New subscription announcement notification,,,newSubscription.announcementOldPremium.description30GB,new_subscription_announcement_reserved_data,"Since you are currently using %sGB, we have reserved about 20GB of the latest data in the storage space, and packaged all account data for you, and will then send the download link to your email and notify you.","Since you are currently using %sGB, we have reserved about 20GB of the latest data in the storage space, and packaged all account data for you, and will then send the download link to your email and notify you.","Since you are currently using %sGB, we have reserved about 20GB of the latest data in the storage space, and packaged all account data for you, and will then send the download link to your email and notify you.",เนื่องจากคุณกำลังใช้ %sGB เราได้จองข้อมูลล่าสุดประมาณ 20GB ในพื้นที่จัดเก็บและบรรจุข้อมูลบัญชีทั้งหมดให้คุณแล้วจะส่งลิงค์ดาวน์โหลดไปยังอีเมลของคุณและแจ้งให้คุณทราบ,"Da Sie derzeit %sGB verwenden, haben wir etwa 20 GB der neuesten Daten im Speicherplatz reserviert und alle Kontodaten für Sie gepackt. Anschließend senden wir Ihnen den Download-Link per E-Mail und benachrichtigen Sie."
Music Scheduler,,,,schedulingplay.selectAlbum,select_album,Select album,選擇專輯,选择专辑,เลือกอัลบั้ม,Album auswählen
Voice Record Screen / Empty (member side),,,,musicplay.voice.memberSideEmptyList,content_play_empty_voice_title_member,%s has not created any recordings!,%s還沒任何錄音,%s还没任何录音,%s ไม่ได้สร้างการบันทึกใด ๆ !,%s hat keine Aufnahmen erstellt!
Slideshow,,,,slideshow.maxSelectLimitReached,slideshow_max_add_warning,No more than %s photos,最多選擇%s張照片,最多选择%s张照片,ภาพถ่ายไม่เกิน %s,Nicht mehr als %s Fotos
HSA/FSA,,,,wellnessMetrics,wellness_metrics,Wellness metrics,健康管理,健康管理,ตัวชี้วัดสุขภาพ,Wellness-Kennzahlen
HSA/FSA,HSA/FSA wellness metrics url,,,url.wellnesMetrics,__global__url_face_pixseecare,https://face.Pixseecare.com/,https://face.Pixseecare.com/,https://face.Pixseecare.com/,https://face.Pixseecare.com/,https://face.Pixseecare.com/
SD card status (for Pixsee 2.0),,,,sdCard.status.title,sd_card_status,SD card status,SD卡狀態,SD卡状态,สถานะการ์ด SD,SD-Kartenstatus
SD card status (for Pixsee 2.0),,,,new.sdCard.detected.title,new_sd_card_detected,New SD card detected,偵測到置入的新SD卡,侦测到置入的新SD卡,ตรวจพบการ์ด SD ใหม่,Neue SD-Karte erkannt
SD card status (for Pixsee 2.0),,,,new.sdCard.detected.substitle,please_format_sd_card,"To protect personal data, bank-grade disk encryption technology is used.The inserted SD card will be formatted and it will be ready to use once it is done.\nWarning\nFormatting will erase all the stored data on the SD card. Make sure to back up the data you want to keep before formatting.",為保護個人數據，運用銀行級磁盤加密技術，插入的 SD 卡將被格式化，完成後即可使用。\n警告\n經格式化後，原已儲存於SD卡將中的所有資料將會流失。若SD卡中已有其他資料，請先備份。,为保护个人数据，运用银行级磁盘加密技术，插入的 SD 卡将被格式化，完成后即可使用。\n警告\n经格式化后，原已储存于SD卡将中的所有资料将会流失。若SD卡中已有其他资料，请先备份。,เพื่อปกป้องข้อมูลส่วนบุคคลจะใช้เทคโนโลยีการเข้ารหัสดิสก์เกรดธนาคารบัตร SD ที่แทรกจะถูกจัดรูปแบบและจะพร้อมใช้งานเมื่อเสร็จสิ้น \ nwarning \ nformatting จะลบข้อมูลที่เก็บไว้ทั้งหมดบนการ์ด SD ตรวจสอบให้แน่ใจว่าได้สำรองข้อมูลที่คุณต้องการเก็บไว้ก่อนการจัดรูปแบบ,"Zum Schutz persönlicher Daten wird eine Festplattenverschlüsselungstechnologie auf Bankniveau verwendet. Die eingelegte SD-Karte wird formatiert und ist anschließend einsatzbereit.\nWarnung\nDurch die Formatierung werden alle auf der SD-Karte gespeicherten Daten gelöscht. Stellen Sie sicher, dass Sie vor dem Formatieren eine Sicherungskopie der Daten erstellen, die Sie behalten möchten."
